sample,point,disc,age,uncert,hfhf,hfhfse,luhf
SA13_113,SA13_113-017,-16.5,273,3,0.282543,1.4E-05,0.002
SA13_113,SA13_113-037,-15.1,279,3,0.282586,1E-05,0.00051
SA13_113,SA13_113_005,-14.7,279,19,0.282553,8E-06,0.00148
SA13_113,SA13_113-018,-14.1,251,3,0.282574,1E-05,0.00095
SA13_113,SA13_113-051,-14,796,10,0.282319,1.3E-05,0.00094
SA13_113,SA13_113-047,-13.7,280,3,0.282668,1E-05,0.00077
SA13_113,SA13_113-023,-12.2,261,3,0.282611,1.2E-05,0.00176
SA13_113,SA13_113-066,-12,266,2,0.282566,1.2E-05,0.00108
SA13_113,SA13_113-062,-8.9,298,4,0.282622,9E-06,0.00063
SA13_113,SA13_113-084,-8.8,570,5,0.282536,1.2E-05,0.00174
SA13_113,SA13_113-072,-8.7,934,8,0.281875,9E-06,0.00052
SA13_113,SA13_113-081,-8.6,650,6,0.282286,1.2E-05,0.00123
SA13_113,SA13_113-021,-7.1,589,6,0.282414,8E-06,0.00083
SA13_113,SA13_113-054,-7,1005,9,0.282192,7E-06,0.00152
SA13_113,SA13_113-073,-6.8,379,4,0.282586,1E-05,0.00094
SA13_113,SA13_113-053,-6.8,555,6,0.282359,8E-06,0.00062
SA13_113,SA13_113-019,-6.2,1090,10,0.282261,1.2E-05,0.00059
SA13_113,SA13_113-035,-6.1,536,5,0.282373,1.5E-05,0.00136
SA13_113,SA13_113-052,-6,997,11,0.282244,9E-06,0.00183
SA13_113,SA13_113-067,-5.8,456,5,0.28268,9E-06,0.00198
SA13_113,SA13_113-026,-5.6,689,7,0.282504,1.1E-05,0.00214
SA13_113,SA13_113-036,-5.1,730,8,0.282457,1.8E-05,0.00262
SA13_113,SA13_113-056,-4.5,958,10,0.282058,1.3E-05,0.00148
SA13_113,SA13_113-100,-4.1,569,5,0.282474,1.1E-05,0.00335
SA13_113,SA13_113-043,-3.7,998,11,0.282328,1E-05,0.00143
SA13_113,SA13_113_001,-12.4,257,18,0.28256,1.1E-05,0.00073
SA13_113,SA13_113_002,0.6,976,24,0.282476,1E-05,0.00205
SA13_113,SA13_113-003,-4.6,953,17,0.282438,1.1E-05,0.00102
SA13_113,SA13_113-007rr,1.7,264,3,0.282559,7E-06,0.00053
SA13_113,SA13_113-012,-1.9,270,3,0.282576,9E-06,0.00097
SA13_113,SA13_113-013,4,259,3,0.282402,1E-05,0.001
SA13_113,SA13_113-014,-6.4,511,5,0.282419,1E-05,0.00082
SA13_113,SA13_113-016,-3.9,310,3,0.282567,1.3E-05,0.00099
SA13_113,SA13_113-022,-4.4,570,6,0.282454,1.1E-05,0.00079
SA13_113,SA13_113-024,-6.1,263,3,0.282592,1.3E-05,0.00099
SA13_113,SA13_113-025,-6.1,514,7,0.282363,9E-06,0.00157
SA13_113,SA13_113-027,-7,260,3,0.282595,9E-06,0.00094
SA13_113,SA13_113-032,-7.1,338,3,0.282435,2.3E-05,0.00098
SA13_113,SA13_113-033,2.3,550,6,0.282362,1.3E-05,0.0008
SA13_113,SA13_113-034,-0.9,293,3,0.282615,9E-06,0.00128
SA13_113,SA13_113-038,-7,272,3,0.282627,1.1E-05,0.00177
SA13_113,SA13_113-040,-0.3,293,3,0.282556,1.4E-05,0.0018
SA13_113,SA13_113-046,-29,265,3,0.282536,1E-05,0.00086
SA13_113,SA13_113-048,5.4,275,3,0.282515,8E-06,0.00183
SA13_113,SA13_113-050,-2.2,637,6,0.282574,1.3E-05,0.00212
SA13_113,SA13_113-055,0.8,666,8,0.282531,9E-06,0.00104
SA13_113,SA13_113-057,0.1,377,4,0.282512,8E-06,0.00174
SA13_113,SA13_113-058,-9.7,276,4,0.282558,8E-06,0.00104
SA13_113,SA13_113-059,-7.7,301,3,0.28268,1.7E-05,0.00359
SA13_113,SA13_113-060,1.1,1420,10,0.281994,9E-06,0.00101
SA13_113,SA13_113-064,-5.2,263,2,0.282648,1.4E-05,0.00128
SA13_113,SA13_113-065,-2,470,4,0.2826,1E-05,0.00203
SA13_113,SA13_113-071,-8.2,263,3,0.282672,1.3E-05,0.00219
SA13_113,SA13_113-074,-7.8,261,3,0.282544,8E-06,0.00055
SA13_113,SA13_113-075,-3.6,254,2,0.282515,1E-05,0.00038
SA13_113,SA13_113-079,-7.6,267,3,0.282591,9E-06,0.00118
SA13_113,SA13_113-080,-1.2,1087,9,0.282377,1E-05,0.00094
SA13_113,SA13_113-082,0.1,1092,9,0.282198,1.1E-05,0.00059
SA13_113,SA13_113-083,-1.3,1092,9,,,
SA13_113,SA13_113-086,-1.4,992,8,0.282322,9E-06,0.0017
SA13_113,SA13_113-087,-6.7,273,3,0.28258,1E-05,0.00106
SA13_113,SA13_113-088,-11.3,262,2,0.282584,1.1E-05,0.0007
SA13_113,SA13_113-089,-7,539,8,0.282262,1.1E-05,0.00015
SA13_113,SA13_113-090,0.1,549,5,0.282424,9E-06,0.00076
SA13_113,SA13_113-091,-32.6,262,3,0.28257,1E-05,0.00051
SA13_113,SA13_113-092,-1.9,1828,10,0.281662,1.1E-05,0.00041
SA13_113,SA13_113-093,0.7,580,7,0.282437,1E-05,0.00091
SA13_113,SA13_113-094,0.9,261,3,,,
SA13_113,SA13_113-095,-3.6,277,3,0.282696,9E-06,0.00069
SA13_113,SA13_113-098,5.4,287,4,,,
SA13_113,SA13_113-099,-7.1,562,9,0.282535,1.6E-05,0.0026
SA13_113,SA13_113-101,-6.4,261,3,0.282589,9E-06,0.00097
SA13_113,SA13_113-102,-1.6,1016,10,0.282394,1.5E-05,0.00264
SA13_113,SA13_113-103,-11.8,283,4,0.282553,1.1E-05,0.0004
SA13_113,SA13_113-061,134.6,256,3,0.282571,9E-06,0.00047
SA13_124,SA13_124-56,-88.3,329,3,0.282426,1.4E-05,0.00307
SA13_124,SA13_124-69,-85.8,271,3,0.282428,1.1E-05,0.00062
SA13_124,SA13_124-35,-73.8,3061,22,0.282271,1.5E-05,0.00077
SA13_124,SA13_124-39,-71.4,442,5,0.282486,2.4E-05,0.00642
SA13_124,SA13_124-38,-53.4,291,4,0.282618,1.2E-05,0.00181
SA13_124,SA13_124-32,-48.5,610,7,0.282256,1E-05,0.00151
SA13_124,SA13_124-97,-38.5,821,19,0.282196,9E-06,0.00089
SA13_124,SA13_124-70,-31,633,6,0.281797,1E-05,0.00114
SA13_124,SA13_124-80,-25.7,1738,26,0.282479,1.1E-05,0.00173
SA13_124,SA13_124-53,-25.6,552,6,0.282278,1.5E-05,0.00579
SA13_124,SA13_124-79,-23.9,1682,20,0.281926,1.2E-05,0.00252
SA13_124,SA13_124-55,-19.7,509,5,0.281871,9E-06,0.0006
SA13_124,SA13_124-93,-18.2,718,16,0.282281,1.1E-05,0.001
SA13_124,SA13_124-43,-16.6,565,5,0.282296,1.2E-05,0.00587
SA13_124,SA13_124-44,-15.2,1437,12,0.281734,1.4E-05,0.0014
SA13_124,SA13_124-63,-36.8,268,3,0.282018,1.2E-05,0.00074
SA13_124,SA13_124-101,-12.3,535,12,0.282366,8E-06,0.00145
SA13_124,SA13_124-78,-11,1527,25,0.282136,1.2E-05,0.00083
SA13_124,SA13_124-014,-9.5,922,13,0.282402,1.5E-05,0.00235
SA13_124,SA13_124-77,-9.2,1561,20,0.281906,1.1E-05,0.00284
SA13_124,SA13_124-47,-7.9,975,9,0.282228,1.1E-05,0.00062
SA13_124,SA13_124-51,-6.1,844,7,0.282277,1.1E-05,0.00235
SA13_124,SA13_124-102,-5.3,2853,16,0.280811,1.1E-05,0.00019
SA13_124,SA13_124-34,-2.3,1799,18,0.281577,1.1E-05,0.00094
SA13_124,SA13_124-75,0,2610,23,0.28108,3E-05,0.00331
SA13_124,SA13_124-01,-1.6,880,14,0.282225,1E-05,0.00073
SA13_124,SA13_124-02,5,1159,19,0.282123,1.1E-05,0.00104
SA13_124,SA13_124-03,-7.1,945,15,,,
SA13_124,SA13_124-04,1.4,1451,24,0.282029,9E-06,0.00068
SA13_124,SA13_124-07,5.5,326,8,0.282604,1.1E-05,0.00212
SA13_124,SA13_124-23,1.2,663,7,0.282189,1.1E-05,0.00092
SA13_124,SA13_124-25,0.6,507,6,0.282347,1.3E-05,0.00436
SA13_124,SA13_124-26,-3.2,537,6,0.282392,1.1E-05,0.00099
SA13_124,SA13_124-27,-0.9,1937,19,0.281581,1.3E-05,0.00162
SA13_124,SA13_124-37,0.8,691,7,0.282453,1.4E-05,0.00101
SA13_124,SA13_124-41,-6.4,822,9,0.282388,1.1E-05,8E-05
SA13_124,SA13_124-46,-8.4,263,3,0.282403,1.2E-05,0.00141
SA13_124,SA13_124-49,4.2,422,13,,,
SA13_124,SA13_124-52,11.7,832,8,0.28244,1E-05,0.00064
SA13_124,SA13_124-59,3,586,6,0.282401,1.7E-05,0.00075
SA13_124,SA13_124-60,6,530,5,0.282268,1.1E-05,0.00019
SA13_124,SA13_124-62,3.2,656,6,0.28243,7E-06,0.00078
SA13_124,SA13_124-64,4.2,280,4,0.282526,1.1E-05,0.00112
SA13_124,SA13_124-66,-2.7,1236,11,0.282283,8E-06,0.00054
SA13_124,SA13_124-67,7.4,1078,10,0.282295,1.1E-05,0.00063
SA13_124,SA13_124-68,-7.6,526,6,0.282282,1.1E-05,0.00098
SA13_124,SA13_124-71,3.1,1946,17,0.281518,1.5E-05,0.00218
SA13_124,SA13_124-72,4.1,812,8,0.282351,1.3E-05,0.00063
SA13_124,SA13_124-73,-6.7,603,6,0.282462,9E-06,0.00113
SA13_124,SA13_124-74,-1,1925,19,0.281504,1.3E-05,0.00069
SA13_124,SA13_124-76,-7.7,618,8,,,
SA13_124,SA13_124-81,6.7,299,5,0.282442,1.1E-05,0.00134
SA13_124,SA13_124-82,-3.1,621,20,0.282517,8E-06,0.0009
SA13_124,SA13_124-83,-3.7,569,15,0.281842,1.1E-05,0.00059
SA13_124,SA13_124-84,-23.5,262,10,0.282609,1.8E-05,0.00227
SA13_124,SA13_124-85,59.2,268,10,0.282355,1.1E-05,0.00104
SA13_124,SA13_124-86,-0.8,2057,32,0.281425,1.1E-05,0.00075
SA13_124,SA13_124-87,-4.4,1011,27,0.282057,1.4E-05,0.00161
SA13_124,SA13_124-88,9.2,605,12,0.282352,1.1E-05,0.00163
SA13_124,SA13_124-89,4.9,1051,22,,,
SA13_124,SA13_124-90,-1.3,603,19,0.282317,1.1E-05,0.00094
SA13_124,SA13_124-91,-6.7,953,33,0.282316,9E-06,0.0009
SA13_124,SA13_124-92,-0.6,1874,18,0.281642,1.1E-05,0.00173
SA13_124,SA13_124-94,0.2,534,11,0.282304,1.1E-05,0.00113
SA13_124,SA13_124-95,-7.3,838,20,0.282333,1.3E-05,0.001
SA13_124,SA13_124-96,2.2,1086,23,0.282384,1.6E-05,0.00167
SA13_124,SA13_124-98,8.9,551,12,0.282382,1.9E-05,0.0011
SA13_124,SA13_124-99,-6.9,918,18,0.28232,1.3E-05,0.00197
SA13_124,SA13_124-100,6.2,487,11,0.282421,1.2E-05,0.00093
SA13_124,SA13_124-103,0.9,966,22,0.282368,2.2E-05,0.00069
SA13_124,SA13_124-104,10.1,1043,20,0.282298,7E-06,0.001
SA13_124,SA13_124-006,-4.4,267,4,0.282469,1.1E-05,0.00057
SA13_124,SA13_124-010,-5.6,274,4,0.282021,1E-05,0.00075
SA13_124,SA13_124-011,1.8,285,4,0.282519,7E-06,0.00101
SA13_124,SA13_124-012,2.3,537,7,0.282353,2.6E-05,0.00405
SA13_124,SA13_124-013,3.2,1119,14,0.282323,1E-05,0.00115
SA13_124,SA13_124-015,8.9,632,8,0.282145,1.1E-05,0.00097
SA13_124,SA13_124-016,1.6,549,6,0.282321,1E-05,0.0015
SA13_124,SA13_124-017,1.9,807,10,0.28231,1E-05,0.0015
SA13_124,SA13_124-018,7.7,255,3,0.282459,1.4E-05,0.00292
SA13_124,SA13_124-019,3,480,5,0.282313,1.1E-05,0.00133
SA13_124,SA13_124-021,3.5,1140,16,0.282172,1E-05,0.00112
SA13_124,SA13_124-40,1.8,568,6,,,
SA13_124,SA13_124-54,3,1567,13,0.281869,1.5E-05,0.0006
SA13_124,SA13_124-009,7.4,1195,16,0.282345,1.7E-05,0.00314
SA13_124,SA13_124-020,10.1,1075,17,0.282345,1.4E-05,0.00236
SA13_124,SA13_124-65,47,270,3,0.282621,9E-06,0.00079
SA13_124,SA13_124-022,15.1,633,11,0.282128,7E-06,0.00041
SA13_124,SA13_124-61,81,245,3,0.282314,1.4E-05,0.00099
SA13_124,SA13_124-57,7.9,594,6,0.282288,9E-06,0.00065
SA13_124,SA13_124-56,-88.3,329,3,0.282426,1.4E-05,0.00307
SA13_124,SA13_124-69,-85.8,271,3,0.282428,1.1E-05,0.00062
SA13_124,SA13_124-35,-73.8,3061,22,0.282271,1.5E-05,0.00077
SA13_124,SA13_124-39,-71.4,442,5,0.282486,2.4E-05,0.00642
SA13_124,SA13_124-38,-53.4,291,4,0.282618,1.2E-05,0.00181
SA13_124,SA13_124-32,-48.5,610,7,0.282256,1E-05,0.00151
SA13_124,SA13_124-97,-38.5,821,19,0.282196,9E-06,0.00089
SA13_124,SA13_124-70,-31,633,6,0.281797,1E-05,0.00114
SA13_124,SA13_124-80,-25.7,1738,26,0.282479,1.1E-05,0.00173
SA13_124,SA13_124-53,-25.6,552,6,0.282278,1.5E-05,0.00579
SA13_124,SA13_124-79,-23.9,1682,20,0.281926,1.2E-05,0.00252
SA13_124,SA13_124-55,-19.7,509,5,0.281871,9E-06,0.0006
SA13_124,SA13_124-93,-18.2,718,16,0.282281,1.1E-05,0.001
SA13_124,SA13_124-43,-16.6,565,5,0.282296,1.2E-05,0.00587
SA13_124,SA13_124-44,-15.2,1437,12,0.281734,1.4E-05,0.0014
SA13_124,SA13_124-63,-36.8,268,3,0.282018,1.2E-05,0.00074
SA13_124,SA13_124-101,-12.3,535,12,0.282366,8E-06,0.00145
SA13_124,SA13_124-78,-11,1527,25,0.282136,1.2E-05,0.00083
SA13_124,SA13_124-014,-9.5,922,13,0.282402,1.5E-05,0.00235
SA13_124,SA13_124-77,-9.2,1561,20,0.281906,1.1E-05,0.00284
SA13_124,SA13_124-47,-7.9,975,9,0.282228,1.1E-05,0.00062
SA13_124,SA13_124-51,-6.1,844,7,0.282277,1.1E-05,0.00235
SA13_124,SA13_124-102,-5.3,2853,16,0.280811,1.1E-05,0.00019
SA13_124,SA13_124-34,-2.3,1799,18,0.281577,1.1E-05,0.00094
SA13_124,SA13_124-75,0,2610,23,0.28108,3E-05,0.00331
SA13_124,SA13_124-01,-1.6,880,14,0.282225,1E-05,0.00073
SA13_124,SA13_124-02,5,1159,19,0.282123,1.1E-05,0.00104
SA13_124,SA13_124-03,-7.1,945,15,,,
SA13_124,SA13_124-04,1.4,1451,24,0.282029,9E-06,0.00068
SA13_124,SA13_124-07,5.5,326,8,0.282604,1.1E-05,0.00212
SA13_124,SA13_124-23,1.2,663,7,0.282189,1.1E-05,0.00092
SA13_124,SA13_124-25,0.6,507,6,0.282347,1.3E-05,0.00436
SA13_124,SA13_124-26,-3.2,537,6,0.282392,1.1E-05,0.00099
SA13_124,SA13_124-27,-0.9,1937,19,0.281581,1.3E-05,0.00162
SA13_124,SA13_124-37,0.8,691,7,0.282453,1.4E-05,0.00101
SA13_124,SA13_124-41,-6.4,822,9,0.282388,1.1E-05,8E-05
SA13_124,SA13_124-46,-8.4,263,3,0.282403,1.2E-05,0.00141
SA13_124,SA13_124-49,4.2,422,13,,,
SA13_124,SA13_124-52,11.7,832,8,0.28244,1E-05,0.00064
SA13_124,SA13_124-59,3,586,6,0.282401,1.7E-05,0.00075
SA13_124,SA13_124-60,6,530,5,0.282268,1.1E-05,0.00019
SA13_124,SA13_124-62,3.2,656,6,0.28243,7E-06,0.00078
SA13_124,SA13_124-64,4.2,280,4,0.282526,1.1E-05,0.00112
SA13_124,SA13_124-66,-2.7,1236,11,0.282283,8E-06,0.00054
SA13_124,SA13_124-67,7.4,1078,10,0.282295,1.1E-05,0.00063
SA13_124,SA13_124-68,-7.6,526,6,0.282282,1.1E-05,0.00098
SA13_124,SA13_124-71,3.1,1946,17,0.281518,1.5E-05,0.00218
SA13_124,SA13_124-72,4.1,812,8,0.282351,1.3E-05,0.00063
SA13_124,SA13_124-73,-6.7,603,6,0.282462,9E-06,0.00113
SA13_124,SA13_124-74,-1,1925,19,0.281504,1.3E-05,0.00069
SA13_124,SA13_124-76,-7.7,618,8,,,
SA13_124,SA13_124-81,6.7,299,5,0.282442,1.1E-05,0.00134
SA13_124,SA13_124-82,-3.1,621,20,0.282517,8E-06,0.0009
SA13_124,SA13_124-83,-3.7,569,15,0.281842,1.1E-05,0.00059
SA13_124,SA13_124-84,-23.5,262,10,0.282609,1.8E-05,0.00227
SA13_124,SA13_124-85,59.2,268,10,0.282355,1.1E-05,0.00104
SA13_124,SA13_124-86,-0.8,2057,32,0.281425,1.1E-05,0.00075
SA13_124,SA13_124-87,-4.4,1011,27,0.282057,1.4E-05,0.00161
SA13_124,SA13_124-88,9.2,605,12,0.282352,1.1E-05,0.00163
SA13_124,SA13_124-89,4.9,1051,22,,,
SA13_124,SA13_124-90,-1.3,603,19,0.282317,1.1E-05,0.00094
SA13_124,SA13_124-91,-6.7,953,33,0.282316,9E-06,0.0009
SA13_124,SA13_124-92,-0.6,1874,18,0.281642,1.1E-05,0.00173
SA13_124,SA13_124-94,0.2,534,11,0.282304,1.1E-05,0.00113
SA13_124,SA13_124-95,-7.3,838,20,0.282333,1.3E-05,0.001
SA13_124,SA13_124-96,2.2,1086,23,0.282384,1.6E-05,0.00167
SA13_124,SA13_124-98,8.9,551,12,0.282382,1.9E-05,0.0011
SA13_124,SA13_124-99,-6.9,918,18,0.28232,1.3E-05,0.00197
SA13_124,SA13_124-100,6.2,487,11,0.282421,1.2E-05,0.00093
SA13_124,SA13_124-103,0.9,966,22,0.282368,2.2E-05,0.00069
SA13_124,SA13_124-104,10.1,1043,20,0.282298,7E-06,0.001
SA13_124,SA13_124-006,-4.4,267,4,0.282469,1.1E-05,0.00057
SA13_124,SA13_124-010,-5.6,274,4,0.282021,1E-05,0.00075
SA13_124,SA13_124-011,1.8,285,4,0.282519,7E-06,0.00101
SA13_124,SA13_124-012,2.3,537,7,0.282353,2.6E-05,0.00405
SA13_124,SA13_124-013,3.2,1119,14,0.282323,1E-05,0.00115
SA13_124,SA13_124-015,8.9,632,8,0.282145,1.1E-05,0.00097
SA13_124,SA13_124-016,1.6,549,6,0.282321,1E-05,0.0015
SA13_124,SA13_124-017,1.9,807,10,0.28231,1E-05,0.0015
SA13_124,SA13_124-018,7.7,255,3,0.282459,1.4E-05,0.00292
SA13_124,SA13_124-019,3,480,5,0.282313,1.1E-05,0.00133
SA13_124,SA13_124-021,3.5,1140,16,0.282172,1E-05,0.00112
SA13_124,SA13_124-40,1.8,568,6,,,
SA13_124,SA13_124-54,3,1567,13,0.281869,1.5E-05,0.0006
SA13_124,SA13_124-009,7.4,1195,16,0.282345,1.7E-05,0.00314
SA13_124,SA13_124-020,10.1,1075,17,0.282345,1.4E-05,0.00236
SA13_124,SA13_124-65,47,270,3,0.282621,9E-06,0.00079
SA13_124,SA13_124-022,15.1,633,11,0.282128,7E-06,0.00041
SA13_124,SA13_124-61,81,245,3,0.282314,1.4E-05,0.00099
SA13_124,SA13_124-57,7.9,594,6,0.282288,9E-06,0.00065
SA13_126,SA13_126-01,0.4,1012,10,0.282266,1.1E-05,0.00049
SA13_126,SA13_126-02,-3.4,1082,10,0.282336,1.7E-05,0.00056
SA13_126,SA13_126-03,-0.2,495,5,0.282423,1E-05,0.00041
SA13_126,SA13_126-04,-3.7,1027,9,0.282209,1E-05,0.00155
SA13_126,SA13_126-05,-4.2,1067,10,0.282362,1.1E-05,0.00145
SA13_126,SA13_126-08,-27.1,795,8,0.282362,1.3E-05,0.00078
SA13_126,SA13_126-10,-1.5,1218,13,0.282284,1E-05,0.00075
SA13_126,SA13_126-12,5.5,875,10,0.282368,1.2E-05,0.00108
SA13_126,SA13_126-13,0.9,669,8,0.282455,1.2E-05,0.00063
SA13_126,SA13_126-14,1.1,1046,12,0.282274,1.1E-05,0.00095
SA13_126,SA13_126-15,2.9,1044,12,0.282285,1.4E-05,0.00059
SA13_126,SA13_126-16,-2.2,1091,11,0.282296,1E-05,0.00043
SA13_126,SA13_126-17,-5.2,620,9,0.28232,1.3E-05,0.00079
SA13_126,SA13_126-18,5,638,8,0.282429,1.4E-05,0.00036
SA13_126,SA13_126-19,1.1,1019,12,0.282296,1.3E-05,0.00059
SA13_126,SA13_126-21,5,722,10,0.282289,1.1E-05,0.00098
SA13_126,SA13_126-22,-12.7,1201,14,0.282283,1.1E-05,0.00064
SA13_126,SA13_126-23,-9.2,1107,14,0.282457,1.7E-05,0.00272
SA13_126,SA13_126-26,-3.7,1008,14,0.282275,1.4E-05,0.00075
SA13_126,SA13_126-24,-1.5,552,8,0.282372,9E-06,0.0001
SA13_126,SA13_126-25,-13,974,8,0.282354,1.5E-05,0.00532
SA13_126,SA13_126-28,-4.5,502,3,0.282431,1.2E-05,0.00176
SA13_130,SA13_130-48,-57.4,436,7,0.282283,1.5E-05,0.00241
SA13_130,SA13-130_84,-39.5,558,10,0.282405,1E-05,0.00079
SA13_130,SA13_130-49,-33.8,1100,12,0.282376,1E-05,0.00207
SA13_130,SA13_130-002,-33.6,578,8,0.282161,1.1E-05,0.00052
SA13_130,SA13_130-77,-30.1,823,12,0.282264,1.8E-05,0.00277
SA13_130,SA13_130-55,-28.6,538,9,0.28239,9E-06,0.00091
SA13_130,SA13_130-035,-28,596,8,0.282453,1.1E-05,0.00117
SA13_130,SA13_130-008,-27,519,10,0.282371,1.1E-05,8E-05
SA13_130,SA13_130-97,-25.3,526,8,0.282539,1E-05,0.00051
SA13_130,SA13_130-52,-24,930,15,0.282376,1.6E-05,0.0017
SA13_130,SA13_130-003,-22.8,527,10,0.282249,1.4E-05,0.00084
SA13_130,SA13_130-007,-21.3,507,7,0.282364,1.3E-05,0.00031
SA13_130,SA_13-130-69,-19.3,961,11,0.282225,1E-05,0.00064
SA13_130,SA13_130-56,-18,613,10,0.282473,1.3E-05,0.00099
SA13_130,SA13_120-27,-17.6,785,11,0.28245,1.3E-05,0.00189
SA13_130,SA13_130-54,-17.3,573,11,0.282431,6E-06,0.00038
SA13_130,SA13_130-96,-16.7,500,6,0.282339,1.4E-05,0.00061
SA13_130,SA_13-130-66,-16.6,1001,12,0.282381,1.3E-05,0.00071
SA13_130,SA13_130-001,-15.3,597,7,0.28243,1.1E-05,0.0005
SA13_130,SA13_130-19,-14.9,913,16,0.282339,1.1E-05,0.00045
SA13_130,SA13-130_86,-13.8,563,7,0.281761,2.3E-05,0.00085
SA13_130,SA13_130-99,-13.1,723,10,0.282344,1.5E-05,0.00065
SA13_130,SA_13-130-68,-13,648,5,0.28261,1.9E-05,0.00171
SA13_130,SA13-130_85,-12.2,2670,17,0.281017,1.7E-05,0.00145
SA13_130,SA13_130-44,-12.2,509,8,0.282249,1.2E-05,0.00053
SA13_130,SA13_130-74,-11.7,491,7,0.282386,1.3E-05,0.00051
SA13_130,SA13_130-79,-11.6,1021,8,0.282162,1.3E-05,0.00073
SA13_130,SA_13-130-67,-11,1148,10,0.281873,1.7E-05,0.00123
SA13_130,SA13_130-81,-10.9,1044,11,0.28221,1.1E-05,0.00085
SA13_130,SA13_130-93,-10.9,1089,19,0.281756,1.8E-05,0.00097
SA13_130,SA13_130-78,-10.4,1768,20,0.281362,1.4E-05,0.00085
SA13_130,SA13_130-028,-10.4,569,10,0.282416,1E-05,0.00013
SA13_130,SA13_130-75,-10.3,864,8,0.282354,1.4E-05,0.002
SA13_130,SA13_130-57,-10.3,577,10,0.282439,1.2E-05,0.00043
SA13_130,SA13_130-71,-10.3,507,9,0.282379,1.4E-05,0.00049
SA13_130,SA13_130-42,-10.1,561,8,0.282491,1.1E-05,0.0007
SA13_130,SA13_130-41,-9.9,497,8,0.282433,1.2E-05,0.00061
SA13_130,SA13-130_83,-9.2,523,4,0.282445,1.3E-05,0.00054
SA13_130,SA13-130_89,-9,556,5,0.282625,1.3E-05,9E-05
SA13_130,SA13_130-43,-8.7,1018,16,0.282377,1.9E-05,0.00147
SA13_130,SA13_130-76,-8.6,695,10,0.282432,1E-05,0.00119
SA13_130,SA13_120-26,-8.5,633,9,0.282408,1.1E-05,0.00148
SA13_130,SA13_130-73,-8.2,1024,15,0.282239,9E-06,0.00079
SA13_130,SA13_130-47,-8.2,566,8,0.282415,1E-05,0.00036
SA13_130,SA_13-130-65,-8.1,504,6,0.28224,1.2E-05,0.00056
SA13_130,SA13-130_90,-8.1,510,4,0.282217,1.1E-05,0.00043
SA13_130,SA13_130-60,-7.3,1158,14,0.282023,1.6E-05,0.00214
SA13_130,SA13_130-38,-7.1,628,8,0.282445,1.5E-05,0.00094
SA13_130,SA13_130-53,-6.8,1100,14,0.282299,1.2E-05,0.00112
SA13_130,SA_13-130-64,-6.8,498,6,0.282058,1.2E-05,0.00031
SA13_130,SA13_130-80,-6.7,962,9,0.282416,1.1E-05,0.00119
SA13_130,SA13_130-036,-6.2,520,6,0.282382,1.5E-05,0.00082
SA13_130,SA13_130-59,-6,1047,16,0.282263,1.6E-05,0.00126
SA13_130,SA13_130-45,-5.8,692,11,0.281801,1.1E-05,0.00089
SA13_130,SA13_130-46,-5.5,616,9,0.281906,1.1E-05,0.00037
SA13_130,SA13_130-100,-5.4,735,10,0.282114,1.1E-05,0.00098
SA13_130,SA13_130-94,-5,1044,17,0.282356,1.3E-05,0.00109
SA13_130,SA13_130-50,10.6,547,12,0.2823,1.1E-05,0.00076
SA13_130,SA13_130-004,-4.9,595,9,0.282422,1.5E-05,0.00057
SA13_130,SA13_130-005,3,512,7,0.282296,1.1E-05,0.00053
SA13_130,SA13_130-006,-2.9,602,6,0.282356,1.1E-05,9E-05
SA13_130,SA13_130-009,-3.5,571,8,0.28227,1.1E-05,0.00013
SA13_130,SA13_130-010,-2.4,1088,15,0.282123,1.5E-05,0.00049
SA13_130,SA13_130-11,-1,481,12,0.282393,1.2E-05,0.00046
SA13_130,SA13_130-12,1.3,596,8,0.28246,1.8E-05,0.00062
SA13_130,SA13_130-13,-0.1,632,8,0.282358,1.4E-05,0.00012
SA13_130,SA13_130-14,2.1,585,8,0.282496,1.3E-05,0.00121
SA13_130,SA13_130-15,-0.9,591,9,0.282292,1.2E-05,0.00098
SA13_130,SA13_130-16,-9.3,533,10,0.282474,1.4E-05,0.00052
SA13_130,SA13_130-17,-3.9,606,8,0.28242,1.2E-05,0.00109
SA13_130,SA13_130-18,-12.5,495,7,0.282423,1.4E-05,0.00032
SA13_130,SA13_120-21,-0.2,617,10,0.282587,1E-05,0.00155
SA13_130,SA13_120-22,0.2,526,8,0.282368,1.2E-05,0.00056
SA13_130,SA13_120-23,-0.1,646,19,0.282589,1.1E-05,0.00176
SA13_130,SA13_120-24,-0.9,1111,14,0.282188,1.2E-05,0.00084
SA13_130,SA13_120-25,-17.8,389,7,0.282419,1.1E-05,0.00079
SA13_130,SA13_130-029,-3.5,556,8,0.282433,1.1E-05,0.00053
SA13_130,SA13_130-030,-24.5,585,17,0.281722,1.1E-05,0.00059
SA13_130,SA13_130-031,-4.5,643,9,0.282443,1.1E-05,0.00083
SA13_130,SA13_130-032,-1.8,1015,13,0.282302,1.4E-05,0.00036
SA13_130,SA13_130-033,-0.9,568,8,0.282425,1.2E-05,0.00028
SA13_130,SA13_130-034,-28.7,483,6,0.282414,1.3E-05,0.00111
SA13_130,SA13_130-037,-1.7,643,8,0.282454,1.7E-05,0.00151
SA13_130,SA13_130-39,-2.5,644,9,0.282419,1.3E-05,0.00026
